
DATE     UBIT   DURATION    ACTIVITY & TOOL DESCRIPTION

02/03/24,lyao3, 10min, Creating github and giving access to everyone and discussions about next meeting time and location.
02/07/24,lyao3, 60 min, Started on assignment and created argument Identifiers, met up with team and discussed project scope and tasks.
